2011-01-01,0.3
2011-01-03,0.3
2011-01-04,0.3
2011-01-09,0.32
2011-01-11,0.33
2011-01-13,0.42
2011-01-16,0.4
2011-01-19,0.35
2011-01-22,0.43
2011-01-25,0.43
2011-01-28,0.45
2011-01-31,0.61
2011-02-03,0.78
2011-02-06,0.92
2011-02-09,0.97
2011-02-12,1.09
